,ID,mol_distribution,monomers,sequence
528188,000000005879990_00001,[0.38502091 0.1549202  0.24933482 0.15644691 0.05427715],['Tma' 'Aeg' 'Do' 'Bam' 'Oct'],TmaAegDoAegAegAegTmaAegDoBamBamBamOctDoDoTmaTmaDoDoTmaDoTmaDoAegTmaTmaBamTmaDoTmaTmaTmaDoAegTmaAegTmaBamTmaDoBamTmaBamTmaDoTmaOctTmaDoTmaTmaTmaBamDoTmaOctDoTmaBamOctAegDoTmaAegBamDoTmaTmaBamAeg
532939,000000005948504_00001,[0.77539108 0.10399759 0.04184448 0.07876685],['Tma' 'Aeg' 'Do' 'Bam'],TmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaBamTmaBamTmaTmaTmaBamTmaTmaTmaTmaTmaBamAegTmaTmaTmaTmaAegTmaDoAegAegTmaTmaTmaTmaTmaTmaBamTmaTmaTmaTmaTmaAegTmaTmaDoTmaTmaTmaTmaDoTmaTmaTmaTmaBamTmaTmaTmaAegTmaTmaTmaTmaAegTma
12182,000000002831645_00001,[0.2437549  0.20923571 0.21114643 0.13694795 0.04209405 0.15682096],['Tma' 'Aeg' 'Mep' 'Phe' 'Do' 'Olam'],TmaTmaOlamMepMepMepPheAegPhePheMepOlamOlamTmaTmaMepPheAegTmaOlamOlamAegOlamAegPheMepDoMepAegTmaTmaOlamPheTmaMepTmaMepAegAegDoOlamPheTmaAegAegTmaPheOlamMepAegTmaTmaAegTmaPheTmaTmaMepDoAegOlamAegMepOlamTmaMepAegMepAegMep
96376,000000005706905_00001,[0.6039487  0.09969633 0.20121348 0.06525276 0.02988873],['Tma' 'Aeg' 'Mep' 'Phe' 'Olam'],TmaTmaTmaTmaTmaPheMepMepMepPheTmaMepTmaOlamTmaTmaTmaTmaMepMepMepMepTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaAegTmaTmaMepTmaTmaMepTmaTmaTmaMepTmaAegTmaTmaTmaAegTmaMepTmaMepAegPheTmaTmaAegTmaAegPheAegTmaMep
110665,000000005463895_00001,[0.69918344 0.05001409 0.06729441 0.13093992 0.05256814],['Tma' 'Aeg' 'Mep' 'Phe' 'Tmb'],MepTmaTmaAegTmaTmaTmbTmaTmaTmaTmaTmaMepTmaTmaTmaTmaPhePhePheTmaTmaTmaTmaTmbTmaTmbTmaPheTmaTmaTmaTmaTmaAegAegTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaMepTmaTmaTmaTmbTmaTmaTmaTmaPheTmaTmaMepMepTmaPheTmaPheTmaTmaTmaTmaTma
122761,000000002960842_00001,[0.6902776  0.04937703 0.06643725 0.19390811],['Tma' 'Aeg' 'Mep' 'Phe'],PheMepTmaTmaPheTmaMepPheAegTmaTmaTmaTmaPheTmaTmaMepTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaPhePhePheTmaTmaTmaTmaTmaMepTmaPheTmaTmaTmaTmaAegTmaAegTmaTmaTmaMepTmaPheTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaPheTma
137488,000000003142068_00001,[0.60700279 0.10020048 0.13482066 0.15797607],['Tma' 'Aeg' 'Mep' 'Tmb'],TmaAegTmaTmaAegTmaTmbMepTmaTmaMepTmaTmaMepTmaTmaTmaTmaTmaAegMepTmaTmaTmaTmaMepAegTmaTmaTmaTmaTmaTmbTmaTmaTmbMepAegTmaTmaTmaTmaTmbTmbAegMepMepTmaTmaMepTmaTmaTmbTmbTmaTmaTmaTmbAegTmaTmaTmbTmaTmbTmaTmbTmaTmaTmaTma
151586,000000002078534_00001,[0.18914361 0.04058954 0.60930317 0.06148432 0.09947936],['Tma' 'Aeg' 'Mo' 'Bam' 'Bmam'],MoMoMoBamBmamTmaMoMoMoMoMoTmaAegMoBmamMoMoTmaMoMoTmaMoMoTmaBmamBamTmaMoMoMoAegMoBamMoBmamMoMoMoMoBamMoMoBmamMoAegMoMoMoMoMoMoMoBmamMoMoTmaMoMoTmaMoMoTmaTmaBmamTmaTmaMoMoMoTma
154994,000000002343245_00001,[0.56813446 0.04689216 0.12798434 0.14206282 0.11492621],['Tma' 'Aeg' 'Mo' 'Bam' 'Bmam'],TmaBamTmaBmamBamBamBamBmamTmaTmaTmaBamTmaAegTmaTmaBmamTmaBmamBamBmamTmaAegTmaMoTmaTmaMoTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaBmamTmaTmaTmaTmaBamMoAegMoBamBmamTmaTmaTmaTmaTmaBamBmamTmaMoMoTmaMoBamTmaTmaTmaTmaTmaMoTma
161379,000000004485431_00001,[0.61597723 0.04720947 0.06442519 0.21453618 0.05785194],['Tma' 'Aeg' 'Mo' 'Bam' 'Bmam'],TmaTmaBamTmaBamTmaTmaTmaBamTmaTmaTmaBamTmaBmamTmaTmaMoTmaTmaAegTmaAegBamTmaTmaBamMoBamTmaBamBamTmaAegTmaTmaTmaTmaBamBamTmaTmaTmaBamTmaBmamTmaTmaTmaTmaMoBamBamTmaBmamTmaTmaMoMoTmaTmaBmamTmaBamTmaTmaTmaTmaTmaTma
163457,000000005996194_00001,[0.32137867 0.0431042  0.41176002 0.06529347 0.15846364],['Tma' 'Aeg' 'Mo' 'Bam' 'Bmam'],TmaMoTmaBmamMoMoTmaMoTmaBamBmamMoMoBamMoTmaTmaMoBmamMoMoTmaTmaMoBmamBamTmaMoMoMoTmaBmamMoTmaMoTmaMoMoBmamTmaMoMoBamMoAegMoTmaMoBmamMoMoBmamBamTmaTmaAegMoTmaAegMoMoTmaMoBmamBmamTmaTmaBmamTmaTma
166412,000000006664806_00001,[0.38210975 0.18222085 0.31083841 0.06900623 0.05582477],['Tma' 'Aeg' 'Mo' 'Bam' 'Bmam'],TmaTmaAegTmaTmaTmaTmaTmaMoTmaAegTmaMoTmaAegAegBmamBmamMoTmaMoAegAegTmaMoMoMoMoBamAegTmaMoAegTmaBamTmaTmaMoTmaMoMoBamMoMoAegTmaTmaMoBmamAegTmaTmaMoMoBmamAegMoAegTmaBamMoTmaTmaMoMoBamTmaMoTmaAeg
173087,000000006544638_00001,[0.63436012 0.04861836 0.13269572 0.07364623 0.05110114 0.05957844],['Tma' 'Aeg' 'Mo' 'Bam' 'Oct' 'Bmam'],TmaTmaBamTmaTmaMoTmaOctTmaTmaTmaTmaTmaMoMoTmaTmaTmaTmaMoTmaBmamTmaBamBmamTmaTmaMoBmamTmaTmaTmaTmaTmaTmaMoTmaMoTmaAegTmaTmaAegTmaMoBmamBamOctTmaBamTmaTmaTmaTmaTmaTmaTmaTmaTmaBamTmaOctTmaOctTmaTmaTmaAegTmaMo
177234,000000006465331_00001,[0.27489935 0.14748104 0.13417498 0.07446722 0.31002479 0.05895263],['Tma' 'Aeg' 'Mo' 'Bam' 'Oct' 'Olam'],TmaAegOctTmaBamTmaOctAegAegOctMoTmaMoOlamOctOlamOctTmaAegMoOctTmaOctOctOctTmaOctOctOlamMoAegOctTmaOctTmaTmaTmaOlamOctTmaOctOctOctMoMoTmaMoAegMoMoAegAegBamTmaOctBamOctAegTmaAegMoTmaTmaOctBamOctTmaTmaOctBam
189533,000000002422701_00001,[0.56508752 0.04664068 0.12729796 0.2119514  0.04902246],['Tma' 'Aeg' 'Mo' 'Bam' 'Oct'],TmaTmaMoTmaTmaMoTmaTmaMoBamTmaBamTmaBamTmaTmaTmaAegBamTmaTmaTmaBamBamTmaBamBamTmaTmaTmaBamTmaTmaTmaMoMoOctBamTmaMoMoBamTmaTmaTmaTmaBamOctTmaTmaOctTmaTmaTmaTmaTmaBamTmaMoTmaTmaBamTmaTmaMoTmaAegTmaBamAeg
197051,000000006451306_00001,[0.18826493 0.04040098 0.6064726  0.12239737 0.04246412],['Tma' 'Aeg' 'Mo' 'Bam' 'Oct'],AegMoTmaOctMoMoMoMoTmaMoMoMoTmaMoMoTmaTmaOctMoMoMoBamMoMoBamMoMoTmaMoBamBamBamMoMoTmaMoMoBamMoMoMoMoMoTmaMoTmaTmaMoTmaMoBamMoMoMoTmaMoTmaMoMoBamMoMoMoAegBamAegMoOctMoMo
199825,000000006591426_00001,[0.27735391 0.08502737 0.46413607 0.12879794 0.04468471],['Tma' 'Aeg' 'Mo' 'Bam' 'Oct'],TmaAegTmaMoTmaMoTmaMoBamMoAegMoTmaMoOctMoBamMoOctMoTmaMoAegTmaOctTmaTmaTmaTmaMoTmaMoMoMoAegMoBamMoAegBamMoMoTmaTmaTmaMoMoAegMoTmaMoMoTmaMoMoBamBamTmaMoMoBamMoTmaMoMoMoMoMoBamBam
202951,000000002454023_00001,[0.55220584 0.14812674 0.13476243 0.07479325 0.02960537 0.06050637],['Tma' 'Aeg' 'Mo' 'Bam' 'Olam' 'Bmam'],TmaMoTmaTmaTmaTmaTmaTmaTmaMoTmaAegMoTmaTmaTmaAegTmaBamAegTmaTmaBmamTmaTmaTmaBamTmaBamMoBmamTmaTmaOlamTmaTmaTmaMoAegAegMoAegAegMoBmamTmaTmaBmamTmaTmaTmaTmaMoMoTmaTmaBamAegBamAegTmaTmaOlamTmaAegTmaTmaMoTmaTma
217699,000000002451035_00001,[0.37413054 0.04460393 0.48695598 0.06756524 0.02674431],['Tma' 'Aeg' 'Mo' 'Bam' 'Olam'],TmaTmaMoBamAegMoMoOlamMoTmaMoBamTmaMoMoTmaTmaMoTmaTmaMoTmaMoTmaMoMoMoTmaMoTmaMoTmaTmaMoMoMoMoMoTmaMoTmaMoBamTmaTmaTmaMoMoOlamMoBamTmaMoMoMoTmaMoMoAegBamTmaMoTmaMoMoTmaTmaAegMoTma
227745,000000001923504_00001,[0.150801   0.04045169 0.66243695 0.0612755  0.08503485],['Tma' 'Aeg' 'Mo' 'Bam' 'Tmb'],MoTmaAegMoMoMoMoMoMoMoTmbTmbMoMoMoMoMoAegMoMoBamMoMoBamMoTmaMoTmaTmaMoMoTmaMoMoAegMoTmbMoMoMoMoTmaTmbTmaMoMoMoBamBamTmbMoMoMoTmbMoMoMoTmaMoMoMoMoTmaMoTmaMoMoMoMoTma
235801,000000002473964_00001,[0.51841661 0.04635431 0.31629093 0.07021669 0.04872147],['Tma' 'Aeg' 'Mo' 'Bam' 'Tmb'],TmbTmaTmaTmaMoTmaBamTmaTmbTmaTmaAegMoTmaTmaTmaAegTmaMoAegTmaTmaTmaMoTmaTmaTmaMoBamTmaTmaMoTmaMoTmaBamTmaTmbTmaTmaBamTmaMoTmaMoTmaMoTmbTmaMoTmaTmaBamMoMoMoTmaMoMoMoMoTmaMoTmaMoMoTmaMoTmaTma
259497,000000006070058_00001,[0.63828203 0.14675683 0.06675805 0.14820309],['Tma' 'Aeg' 'Mo' 'Bam'],TmaBamTmaTmaTmaTmaAegTmaTmaTmaAegTmaTmaAegAegAegTmaBamTmaMoBamTmaTmaAegTmaMoBamTmaMoAegTmaMoTmaTmaAegTmaTmaTmaAegTmaTmaTmaBamBamTmaTmaTmaBamTmaTmaTmaTmaBamTmaTmaTmaTmaAegTmaTmaTmaMoBamTmaTmaTmaBamTmaTmaTma
273007,000000005824960_00001,[0.43690448 0.09375814 0.25589722 0.11489412 0.09854605],['Tma' 'Aeg' 'Mo' 'Bmam' 'Tmb'],MoMoTmaTmbTmaTmbMoBmamBmamMoTmaBmamTmaBmamTmbMoTmaTmaTmaMoMoTmbMoMoTmaTmbMoTmaTmaBmamTmbBmamTmaAegMoTmaAegMoTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaAegTmaMoTmaTmaMoMoTmaMoTmaTmaBmamAegMoAegAegBmamTmb
281869,000000002131323_00001,[0.15500168 0.12473552 0.56740804 0.15285477],['Tma' 'Aeg' 'Mo' 'Bmam'],TmaMoTmaTmaBmamMoMoMoMoMoAegMoMoMoBmamMoBmamTmaMoMoMoBmamMoAegTmaMoMoBmamAegMoMoMoTmaMoMoBmamAegMoAegTmaMoMoMoMoAegMoTmaMoTmaBmamMoMoMoMoBmamMoMoMoMoAegTmaMoTmaMoAegBmamBmamAegMoMo
318665,000000001905559_00001,[0.39314193 0.14061142 0.31981287 0.07543523 0.07099856],['Tma' 'Aeg' 'Mo' 'Do' 'Bam'],TmaTmaMoMoTmaBamTmaMoMoTmaTmaMoTmaDoTmaAegTmaMoTmaTmaMoBamTmaAegTmaTmaAegTmaTmaAegTmaBamMoMoTmaTmaDoTmaMoBamMoTmaAegTmaTmaMoTmaTmaMoTmaDoMoTmaMoDoAegMoBamMoAegAegMoMoMoDoTmaAegAegMoMo
319537,000000002009470_00001,[0.24109847 0.12934717 0.52954734 0.03469609 0.06531093],['Tma' 'Aeg' 'Mo' 'Do' 'Bam'],TmaTmaMoMoMoTmaTmaMoBamDoTmaAegMoMoBamMoMoMoMoMoMoMoTmaMoTmaMoMoMoAegAegMoMoMoMoTmaBamMoMoAegTmaTmaMoMoTmaMoAegBamMoMoAegTmaMoMoMoMoAegAegBamMoMoMoDoMoTmaTmaAegTmaTmaTmaMo
340701,000000001912892_00001,[0.60443927 0.04988865 0.20424416 0.08029281 0.0611351 ],['Tma' 'Aeg' 'Mo' 'Do' 'Bmam'],TmaTmaMoTmaTmaTmaMoMoDoMoMoTmaTmaTmaTmaTmaBmamMoTmaMoDoTmaMoTmaMoTmaTmaTmaDoTmaAegTmaTmaMoDoBmamTmaTmaTmaTmaMoTmaTmaBmamDoTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaAegTmaTmaTmaMoTmaBmamMoAegTmaDoTmaAeg
349378,000000004204838_00001,[0.19705008 0.04228624 0.51935962 0.03402859 0.20727547],['Tma' 'Aeg' 'Mo' 'Do' 'Bmam'],TmaMoMoMoMoMoMoTmaBmamDoMoMoBmamBmamBmamBmamBmamMoTmaTmaMoBmamMoTmaMoBmamMoMoAegMoMoAegMoMoMoMoBmamMoTmaTmaMoMoMoTmaTmaDoTmaMoMoMoBmamAegMoBmamMoTmaBmamMoMoTmaMoTmaMoBmamMoBmamTmaMoMoBmam
351310,000000005152039_00001,[0.48061215 0.04688075 0.31988298 0.03772588 0.11489824],['Tma' 'Aeg' 'Mo' 'Do' 'Bmam'],TmaMoTmaTmaTmaBmamMoTmaTmaTmaBmamBmamMoMoTmaTmaTmaMoMoMoTmaTmaTmaTmaDoBmamTmaTmaTmaMoBmamMoTmaMoTmaTmaTmaMoMoTmaTmaDoTmaDoMoTmaTmaTmaBmamMoTmaMoMoMoTmaAegMoAegTmaTmaMoTmaTmaMoTmaMoAegMoBmamBmam
361427,000000006185858_00001,[0.53966237 0.048254   0.26340254 0.03883097 0.05071817 0.05913195],['Tma' 'Aeg' 'Mo' 'Do' 'Oct' 'Bmam'],TmaMoTmaMoTmaMoMoTmaTmaTmaTmaMoTmaAegTmaMoMoMoMoOctTmaTmaTmaMoTmaTmaTmaMoAegTmaTmaTmaDoMoTmaOctTmaTmaTmaDoTmaMoTmaTmaBmamMoTmaBmamTmaTmaMoTmaTmaTmaTmaTmaOctTmaTmaMoDoMoMoAegTmaBmamBmamTmaTmaOct
364188,000000006076949_00001,[0.08677432 0.09310729 0.44471147 0.07492531 0.24465491 0.0558267 ],['Tma' 'Aeg' 'Mo' 'Do' 'Oct' 'Olam'],TmaDoOctOlamOctOctMoAegMoOctOctMoMoMoMoAegMoMoMoOctDoAegMoMoDoMoAegOctDoMoAegMoMoOctMoOctOctMoOlamMoTmaOctOctAegOctMoTmaTmaMoOlamOlamOctOctMoTmaMoMoMoOctMoMoMoMoOctDoMoTmaAegMoMo
366502,000000006123082_00001,[0.45153038 0.16149467 0.14692427 0.08663867 0.05658055 0.09683146],['Tma' 'Aeg' 'Mo' 'Do' 'Oct' 'Olam'],TmaAegOctTmaOlamMoOlamAegTmaTmaDoTmaDoTmaTmaOctTmaMoOlamOctTmaAegDoMoAegOctAegMoTmaDoOlamAegDoAegTmaOlamMoTmaTmaTmaDoTmaMoMoTmaTmaTmaTmaTmaTmaMoTmaAegMoTmaTmaTmaAegTmaAegMoTmaTmaTmaOlamTmaTmaAegTmaOlam
483960,000000006660287_00001,[0.32786745 0.13192346 0.24004208 0.05916808 0.13322354 0.1077754 ],['Tma' 'Aeg' 'Mo' 'Mep' 'Bam' 'Bmam'],TmaMoTmaTmaTmaTmaBamBmamMoBamMoAegAegBamMoMoMoTmaAegTmaAegMoMoTmaBamAegBmamTmaTmaMoBmamAegMoTmaBmamAegBmamMepMoMoBmamAegTmaAegTmaBamBmamMoMoBamMepBamBamMoBamMoTmaTmaMoTmaBmamTmaTmaTmaTmaMepTmaTmaMepTma
501290,000000006433969_00001,"[0.1252091  0.04478238 0.3666781  0.24102038 0.06783555 0.04706926
 0.10740522]",['Tma' 'Aeg' 'Mo' 'Mep' 'Bam' 'Oct' 'Olam'],TmaMoMoTmaMepMoTmaMoOlamMoTmaAegMepMoTmaMoBamOlamMoMoMoMoMoOctOlamTmaMepOlamAegMepMepTmaMepOctBamMepMoMoAegMoMoOlamBamOctMepMepMoTmaOlamMepMoTmaMoBamMoMepMoMepMepMepMoOlamMoMoMepMoMepMoMepBam
625468,000000005457630_00001,[0.33297365 0.13397804 0.24378049 0.06008956 0.13529836 0.0938799 ],['Tma' 'Aeg' 'Mo' 'Mep' 'Bam' 'Tmb'],TmaTmaTmaTmaTmaMoTmaMoMepMoMoTmbMoTmaTmbAegMoMoBamMoTmaMoAegTmbTmaTmbBamBamAegMoTmaTmaMepMepTmaTmaAegTmaTmaBamTmaTmaTmbTmaBamAegAegMepBamBamMoTmaAegAegMoAegTmaMoBamTmbTmaBamTmbMoTmaMoBamTmaMoMo
630636,000000006064189_00001,[0.4216049  0.04523745 0.30867021 0.0608674  0.06852488 0.09509515],['Tma' 'Aeg' 'Mo' 'Mep' 'Bam' 'Tmb'],BamAegTmaMoTmaMepTmaMoMoTmaTmbTmaTmaAegTmaTmaMepTmaMepTmbMoTmaMoTmaTmaTmaMoBamTmaMoTmaTmbTmaTmaMoMoTmaMoMoMoTmaMoTmaBamTmbTmaTmaMoTmaMoTmaMoTmaMoTmaTmbMoTmbMoTmaMoTmaMoMoAegBamTmbTmaMepBam
22102,000000000576379_00001,[0.21646415 0.19017626 0.37501302 0.07908325 0.13926332],['Tma' 'Mo' 'Mep' 'Ni' 'Olam'],TmaNiMoOlamMoMepMepTmaTmaMepTmaTmaMepOlamMoOlamMepMoMoMepNiOlamTmaMepOlamNiOlamMepMepTmaMoMepMoMoMepNiOlamMoTmaMepMepMepMepMoTmaTmaMepMepMepMoMepOlamTmaTmaMoMepTmaOlamTmaMepMepNiOlamMepMepMepMepTmaNiMo
31295,000000000768983_00001,[0.50126544 0.12233074 0.12061342 0.22891609 0.02687431],['Tma' 'Mo' 'Mep' 'Ni' 'Olam'],MoMoOlamNiTmaTmaNiNiTmaNiTmaTmaTmaMepOlamTmaMoTmaMepNiTmaMepTmaMoTmaTmaMepNiTmaTmaTmaNiMepTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaMepMoTmaNiNiTmaTmaMepMoMoTmaNiNiMoNiTmaTmaNiTmaMoMepTmaNiTma
54079,000000003733298_00001,[0.34759717 0.28276314 0.11151745 0.14110171 0.05424702 0.06277351],['Tma' 'Mo' 'Mep' 'Ni' 'Phe' 'Bam'],MoNiTmaMoMoTmaPheTmaTmaTmaMepMoNiNiTmaMoPheTmaNiTmaMoMoTmaMoTmaMepTmaMoNiTmaMepMepTmaMoNiMoMoMoBamTmaMepMepNiPheTmaBamMoMoNiTmaMoMepMoMoTmaTmaTmaTmaMoTmaTmaTmaNiTmaBamMoNiPheMepBam
58098,000000000514246_00001,[0.29860467 0.27327234 0.05388721 0.2727314  0.05242625 0.04907812],['Tma' 'Mo' 'Mep' 'Ni' 'Phe' 'Bmam'],NiTmaTmaNiPheBmamMoTmaMoMoNiNiMoTmaMoTmaNiTmaNiNiTmaPhePheMoMoTmaTmaTmaMoTmaBmamMoMepMepNiTmaTmaTmaMoTmaNiTmaNiNiNiTmaMepNiNiNiMoMoPheTmaBmamNiMoNiTmaMoMoMoTmaTmaNiMoMepMoMoNi
62330,000000003912238_00001,[0.30027913 0.2198438  0.05418939 0.27426078 0.05272024 0.09870666],['Tma' 'Mo' 'Mep' 'Ni' 'Phe' 'Bmam'],BmamBmamPheNiMepTmaMepTmaMoPheNiMoTmaPheBmamNiMoNiNiBmamMoTmaBmamNiMepNiBmamPheTmaTmaTmaNiNiTmaNiBmamNiNiNiTmaMoNiTmaMoNiMoNiMoMoNiTmaMoTmaNiTmaMoMoTmaMepTmaTmaTmaMoNiTmaTmaMoTmaMoTma
63314,000000000433690_00001,[0.06700095 0.44148153 0.04836488 0.36717302 0.04705363 0.02892599],['Tma' 'Mo' 'Mep' 'Ni' 'Phe' 'Do'],TmaPheTmaNiTmaMoNiDoNiNiMoMoMoNiTmaMoMoMoNiMoMoNiMoMoNiNiNiPheMoNiMoNiMoNiMoMoNiMoNiMoNiMoPheNiMoMoNiMoNiMoMepMoMoNiNiMoMoDoMoNiMoMepMepNiNiMoMoTmaNiNi
97214,000000000315102_00001,[0.07022862 0.56558241 0.15208435 0.0641435  0.14796111],['Tma' 'Mo' 'Mep' 'Ni' 'Phe'],MoMoTmaMepMoMoMoMepPheMoMoMoPheMoMepMoPheNiMepMoMoMoMoMepMoMoMoNiMoMoMoPheMoTmaTmaMoMoTmaTmaMoNiMoMoMoPheMepPhePheMepMoMoMepMoMoMoPheMepMoMoMoMoMoNiMoMepPheMoPheMoMep
103222,000000000464682_00001,[0.38087698 0.05577041 0.05498749 0.34787505 0.16049008],['Tma' 'Mo' 'Mep' 'Ni' 'Phe'],NiTmaTmaNiNiTmaMepNiTmaPheTmaPheNiNiNiTmaTmaNiTmaTmaTmaMoNiNiPheNiNiNiTmaPheNiPheTmaPheTmaTmaNiTmaNiMepMepNiNiTmaNiTmaNiTmaPhePheNiTmaTmaTmaTmaNiNiTmaMoTmaPheMoPheMoTmaTmaNiTmaPheMep
107260,000000000495788_00001,[0.2594435  0.2713525  0.21403454 0.20311152 0.05205794],['Tma' 'Mo' 'Mep' 'Ni' 'Phe'],MoMepMepMepTmaTmaMepTmaMoMoMoMoTmaMoTmaMoTmaTmaMoMoTmaTmaNiMoMepPheNiMoMepNiTmaTmaMepMoPheNiNiMepMepMepNiTmaNiNiNiPheNiMepMoMepMoNiTmaTmaMoMepTmaNiNiPheTmaMepTmaMepMoMoMoTmaMoNi
107404,000000000496972_00001,[0.31159619 0.34219406 0.05623171 0.07114931 0.21882873],['Tma' 'Mo' 'Mep' 'Ni' 'Phe'],MoMoMoTmaPhePhePheTmaMepTmaMoTmaMoMoTmaPheMoMoMoNiMoMoMoMoPhePheMepPheTmaMoMoPheMoTmaPheMoMepPhePhePheMoTmaPheTmaNiTmaTmaTmaTmaMoNiMoMoPheMoTmaMoTmaTmaTmaMepNiTmaNiTmaTmaTmaTmaMoPhe
109622,000000000514670_00001,[0.30515962 0.44683393 0.05507014 0.13935919 0.05357711],['Tma' 'Mo' 'Mep' 'Ni' 'Phe'],MoNiTmaMoTmaMoTmaTmaNiNiTmaTmaNiMoMoMoTmaTmaNiTmaMepMepTmaTmaTmaNiMepMoTmaTmaMoTmaMoNiMoMoMoMoTmaMoPhePheMoMoPheMoPheNiMoMoMoTmaMoNiMoMoTmaMoMepMoMoMoMoMoMoTmaMoTmaNiTma
111980,000000000533465_00001,[0.40447833 0.05922626 0.29197415 0.07388628 0.17043497],['Tma' 'Mo' 'Mep' 'Ni' 'Phe'],TmaTmaMepTmaTmaMepPheTmaTmaMepMepTmaPheTmaMepTmaTmaTmaMoMepTmaTmaMoMepNiMoPheMepTmaTmaMepMepPheMepTmaPheNiTmaPheNiPheNiMepTmaPheTmaTmaMepNiTmaMepMepPheMepTmaMepMoTmaTmaTmaTmaMepPheMepTmaMepPhePheTmaMep
116452,000000003680424_00001,[0.50175528 0.18367542 0.12073129 0.07637993 0.11745808],['Tma' 'Mo' 'Mep' 'Ni' 'Phe'],MepTmaTmaMoMoPheMepPheTmaMoTmaTmaMepMoTmaPheTmaNiTmaTmaTmaTmaTmaTmaMoMoNiTmaMepTmaTmaTmaTmaMoTmaPheTmaMoTmaPheNiMoMepMepMoTmaTmaPheTmaNiPheMepPheTmaTmaTmaTmaNiTmaMoMepMoMepTmaTmaTmaMoTmaTmaTma
127037,000000003977289_00001,[0.31114572 0.22779957 0.28075207 0.07104645 0.10925619],['Tma' 'Mo' 'Mep' 'Ni' 'Phe'],TmaPheTmaMoMepNiPheTmaTmaMepMoTmaMoMepMoTmaMoMepTmaPheMepMoTmaTmaMoNiMepTmaTmaPheTmaTmaMoTmaMepTmaMepMepMepNiMepTmaMoMoMepTmaMepMepMepMoNiMoPheMoMoMepPheMepTmaPheTmaMepMoNiTmaTmaTmaMoMepMep
129238,000000000344306_00001,[0.42866876 0.06276838 0.06188722 0.15661032 0.29006532],['Tma' 'Mo' 'Mep' 'Ni' 'Tmb'],TmaMoNiTmaTmaTmaTmaTmaNiTmaTmaNiTmbTmaTmaTmbTmbTmaTmbTmbTmbTmaTmaNiTmbMepNiNiTmbTmbTmaTmbMoTmbTmaNiTmaTmaTmaMepTmbTmbTmaTmaNiNiTmbNiTmbTmaMoTmaNiTmbTmaMoTmaTmaTmbTmbTmaMepTmaTmbTmbMoTmaTmaMepTma
130596,000000000527054_00001,[0.18081144 0.42360879 0.15662327 0.19817356 0.04078295],['Tma' 'Mo' 'Mep' 'Ni' 'Tmb'],MoMepNiTmaTmaMepMoNiMoMepNiMepMoTmbMoMoMoTmbNiMepMepNiMoTmaMoMoMoMoMoMoNiMoTmaMoTmaMoTmaNiMoTmaMoMepTmaMoTmaNiMepMoMepNiMoTmbNiNiMepMoNiMoMoMoNiTmaTmaTmaMepNiTmaMoMoMo
133193,000000000614468_00001,[0.3002628  0.27478981 0.10837289 0.27424586 0.04232863],['Tma' 'Mo' 'Mep' 'Ni' 'Tmb'],NiMoNiNiMoNiTmaTmbTmaMoMepTmaMoNiNiTmaMepNiTmaTmaNiMoMepMoTmaNiTmaTmaNiMoTmaMoTmaNiNiTmaTmaNiTmaTmaNiTmaNiMepMepMoMepMepMoMepTmbMoTmaMoNiMoTmaMoMoMoMoNiNiMoTmaMoTmaNiTmaTmb
135294,000000000682935_00001,[0.31695636 0.46410746 0.05719902 0.07237324 0.08936392],['Tma' 'Mo' 'Mep' 'Ni' 'Tmb'],MoTmaTmaTmaMoMepTmbTmbTmaMoNiMoTmbTmaMoMoTmaTmaMoMoMoTmaMoMepMoMoMoMoMepTmaNiMoMoTmbMoTmaMoNiMoMoTmaMoTmbTmaMoMoMoMoTmaTmaTmaMoMoTmaNiTmaMoTmaMoMoTmaMoNiTmbMepMoTmaMoTmaTma
137434,000000000733509_00001,[0.37371885 0.24321008 0.11989791 0.0758527  0.18732046],['Tma' 'Mo' 'Mep' 'Ni' 'Tmb'],MoMoTmaTmaMepTmaTmaMepTmbTmaTmbNiMepMepMoMoTmbNiMoTmaMoTmaNiTmaMoTmbTmaTmbTmaTmbTmaMepTmaMoTmaTmaNiMoTmbMoTmaTmaTmaMepTmaMepTmaTmbMoTmaMoTmbMoTmbTmaTmbTmaTmaMoNiMoTmbTmaMepTmaTmbTmaMepMoMo
137513,000000000734279_00001,[0.39371831 0.17295214 0.0568414  0.28768297 0.08880519],['Tma' 'Mo' 'Mep' 'Ni' 'Tmb'],MoTmaMoTmaTmaMoMoTmaNiTmaTmaTmbTmaNiMoTmaNiTmaNiNiTmbTmaTmaTmaTmaTmaNiNiMepMoTmaTmaNiTmaMoNiNiNiTmaNiTmaMoTmaMoNiMepMepTmaNiMepTmbTmbTmaTmaNiNiNiTmaTmaNiNiTmaTmaMoMoTmbTmbTmaNiMo
