ID,sequence,immunogenic
SID3794,BamTmaTmaBamMepBamBamMepBamBamTmaBamMepTmaBamBamBamBamTmaBamMepTmaTmaBamBamBamBamTmaTmaTmaTmaMepTmaMepTmaTmaBamMepBamMepMepBamBamTmaBamMepTmaTmaBamTmaTmaMepBamTmaTmaTmaTmaBamBamBamMepMepBamTmaTmaTmaTmaTmaTmaTma,No
SID3795,BamTmaMepTmaBamTmaBamTmaBamBamTmaBamBamTmaBamBamBamBamBamTmaBamBamBamBamTmaMepTmaTmaBamTmaBamTmaMepTmaBamBamTmaMepTmaBamTmaBamTmaTmaMepMepTmaBamTmaTmaBamBamTmaBamBamTmaBamBamTmaTmaTmaTmaBamBamBamBamBamTmaBamBam,No
SID3796,MepMepTmaTmaMepTmaTmaTmaTmaTmaTmaTmaBamBamTmaMepBamTmaTmaTmaTmaTmaBamTmaBamTmaMepTmaMepBamTmaTmaTmaTmaTmaMepTmaBamMepBamTmaBamTmaTmaBamTmaBamMepMepTmaTmaBamTmaTmaTmaTmaBamMepBamTmaTmaTmaTmaBamBamMepTmaMepMepTma,No
SID3797,TmaBamBamTmaMepTmaTmaTmaBamTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaBamBamTmaTmaTmaBamTmaTmaTmaTmaTmaMepTmaBamBamTmaBamBamBamBamBamBamMepBamTmaBamBamMepBamTmaTmaTmaMepMepTmaBamTmaBamTmaTmaTmaTmaTmaBamMepTmaTmaBamBamBam,No
SID3798,TmaTmaTmaBamTmaTmaTmaTmaTmaTmaBamBamBamBamBamTmaTmaBamMepBamTmaMepBamTmaTmaTmaTmaMepTmaMepBamTmaBamBamBamBamTmaBamTmaTmaBamBamBamTmaTmaTmaTmaBamMepTmaTmaMepBamBamMepBamTmaBamMepBamTmaTmaMepTmaBamBamBamMepBamTma,No
SID3799,MepTmaTmaTmaMepBamBamTmaMepTmaBamTmaBamBamBamTmaTmaTmaTmaTmaTmaTmaBamBamBamBamMepBamTmaTmaTmaTmaBamBamTmaBamBamBamBamMepBamTmaTmaBamBamBamMepTmaTmaMepTmaTmaTmaTmaTmaTmaTmaBamTmaTmaTmaTmaTmaMepTmaTmaBamBamMepTma,No
SID3800,BamTmaBamTmaTmaTmaBamBamTmaBamBamBamMepBamTmaMepTmaTmaBamTmaBamTmaBamTmaBamTmaBamBamTmaBamBamTmaMepTmaMepBamTmaTmaBamTmaBamBamBamBamTmaMepBamBamTmaBamTmaMepTmaTmaMepBamBamBamBamTmaBamBamBamBamBamBamBamBamBamBam,No
SID3801,TmaMepTmaTmaTmaTmaTmaTmaTmaMepBmamTmaTmaTmaTmaBmamBmamTmaTmaTmaMepBmamTmaMepMepMepTmaTmaTmaTmaBmamBmamTmaTmaTmaTmaBmamTmaTmaBmamTmaBmamTmaBmamMepBmamTmaMepTmaBmamTmaBmamTmaTmaTmaTmaTmaBmamMepMepTmaTmaBmamTmaMepTmaBmamBmamBmamTma,Yes
SID3802,BmamTmaBmamMepBmamBmamBmamTmaTmaMepTmaBmamBmamTmaTmaBmamTmaMepTmaBmamTmaTmaBmamTmaBmamBmamMepBmamTmaMepBmamTmaBmamTmaBmamTmaTmaTmaTmaTmaTmaTmaBmamBmamTmaTmaTmaBmamBmamTmaTmaBmamBmamTmaMepMepMepTmaMepTmaBmamBmamTmaTmaMepTmaBmamBmamMepBmam,Yes
SID3803,BmamTmaTmaBmamMepTmaMepTmaBmamBmamBmamMepTmaTmaTmaMepBmamTmaMepTmaBmamTmaTmaTmaBmamTmaTmaTmaTmaBmamBmamTmaTmaTmaTmaBmamTmaTmaTmaMepTmaBmamTmaBmamBmamMepTmaBmamTmaTmaBmamTmaBmamTmaTmaBmamTmaMepBmamTmaTmaBmamBmamBmamBmamBmamTmaTmaBmamBmam,Yes
SID3804,BmamTmaBmamTmaTmaMepTmaMepMepMepTmaMepTmaBmamBmamTmaTmaBmamTmaTmaBmamTmaTmaTmaTmaTmaBmamBmamBmamTmaMepTmaBmamTmaBmamTmaTmaBmamBmamTmaTmaTmaBmamTmaTmaBmamTmaBmamBmamTmaMepBmamBmamBmamBmamBmamTmaTmaBmamTmaTmaMepTmaBmamTmaMepTmaTmaBmamMep,Yes
SID3805,MepTmaMepTmaBmamBmamTmaBmamBmamTmaTmaTmaBmamTmaTmaTmaTmaTmaTmaTmaTmaTmaBmamBmamTmaBmamBmamTmaBmamBmamTmaBmamBmamBmamBmamTmaBmamTmaTmaMepBmamTmaTmaTmaMepMepBmamBmamTmaTmaTmaBmamBmamTmaTmaBmamBmamTmaBmamTmaTmaTmaTmaTmaBmamTmaBmamBmamTmaBmam,Yes
SID3806,MepTmaBmamTmaTmaBmamBmamTmaTmaMepTmaTmaBmamBmamBmamTmaTmaBmamTmaBmamMepMepMepBmamTmaTmaMepTmaBmamMepTmaTmaMepTmaBmamTmaTmaBmamTmaBmamTmaTmaTmaTmaBmamTmaTmaTmaTmaMepBmamBmamBmamTmaBmamTmaBmamTmaMepBmamTmaTmaMepBmamBmamTmaTmaTmaMepTma,Yes
SID3807,TmaBmamTmaBmamBmamBmamBmamTmaBmamTmaBmamTmaBmamBmamTmaTmaTmaTmaTmaTmaTmaTmaBmamTmaBmamTmaTmaTmaBmamBmamTmaBmamBmamTmaTmaBmamBmamMepTmaTmaBmamBmamTmaTmaBmamTmaTmaTmaTmaTmaTmaBmamTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaBmamTmaBmamBmamTmaTmaTma,Yes
SID3808,TmaBmamBmamBmamMepTmaTmaBmamTmaTmaBmamTmaBmamMepTmaBmamBmamBmamTmaTmaBmamBmamTmaTmaTmaBmamMepTmaBmamTmaTmaTmaTmaTmaBmamBmamTmaTmaTmaMepBmamTmaBmamBmamMepBmamTmaBmamMepBmamBmamMepTmaBmamBmamBmamTmaTmaTmaBmamBmamTmaTmaBmamTmaBmamBmamTmaTmaTma,Yes
SID3809,TmaTmaTmaTmaBmamTmaTmaMepBmamTmaBmamTmaBmamBmamTmaBmamTmaBmamBmamBmamMepTmaBmamTmaTmaTmaTmaBmamTmaTmaTmaBmamBmamBmamTmaTmaMepTmaMepBmamBmamMepTmaTmaBmamBmamTmaBmamBmamTmaTmaTmaTmaBmamBmamMepTmaTmaMepBmamBmamTmaTmaTmaTmaMepTmaTmaBmamTma,Yes
SID3810,TmaTmaBmamMepMepBmamBmamBmamBmamBmamBmamBmamTmaTmaBmamTmaTmaBmamBmamTmaTmaTmaMepTmaTmaBmamMepTmaTmaMepBmamTmaMepBmamMepTmaTmaMepMepTmaTmaTmaBmamBmamTmaTmaMepTmaTmaTmaTmaTmaTmaBmamTmaTmaTmaTmaTmaTmaTmaBmamBmamMepTmaTmaTmaTmaTmaBmam,Yes
SID3811,TmaBmamBmamTmaTmaTmaBmamBmamMepBmamBmamBmamMepBmamTmaBmamBmamTmaTmaBmamTmaTmaTmaTmaBmamBmamMepTmaTmaTmaBmamBmamTmaTmaBmamTmaTmaTmaBmamTmaTmaBmamTmaBmamBmamMepBmamTmaBmamMepTmaTmaTmaBmamBmamMepBmamTmaBmamBmamBmamTmaTmaTmaTmaTmaTmaTmaBmamBmam,Yes
SID3812,TmaTmaBmamTmaBmamBmamTmaTmaTmaTmaTmaMepTmaBmamMepTmaBmamBmamTmaTmaMepBmamTmaBmamTmaBmamBmamBmamTmaTmaTmaBmamTmaTmaBmamMepTmaMepMepBmamBmamMepMepTmaBmamTmaBmamTmaMepMepTmaBmamTmaTmaTmaBmamTmaBmamTmaMepTmaBmamTmaBmamBmamTmaTmaTmaTmaTma,Yes
SID3813,TmaBmamTmaBmamBmamTmaBmamBmamTmaBmamTmaBmamBmamTmaTmaMepMepBmamTmaTmaTmaTmaBmamTmaTmaTmaTmaBmamBmamBmamBmamTmaTmaBmamBmamMepTmaBmamTmaBmamTmaBmamTmaBmamBmamTmaTmaMepBmamMepTmaBmamTmaBmamTmaBmamTmaTmaMepBmamMepBmamTmaMepTmaTmaTmaBmamBmamTma,Yes
SID3814,BmamTmaMepBmamTmaBmamTmaBmamBmamTmaTmaTmaTmaTmaBmamMepTmaMepTmaTmaTmaTmaTmaMepMepBmamMepTmaTmaTmaTmaTmaTmaMepTmaMepTmaBmamBmamTmaTmaMepMepBmamBmamBmamTmaBmamBmamTmaTmaMepBmamBmamTmaTmaTmaBmamBmamBmamMepTmaTmaTmaTmaTmaTmaBmamBmamBmam,Yes
SID3815,TmaBmamBmamBmamBmamBmamBmamTmaTmaMepMepMepTmaTmaBmamBmamMepBmamBmamBmamTmaTmaBmamBmamTmaBmamTmaTmaBmamBmamBmamTmaTmaMepMepTmaTmaBmamTmaTmaBmamTmaTmaBmamBmamBmamTmaBmamBmamTmaMepBmamTmaBmamTmaTmaBmamTmaBmamTmaBmamTmaTmaMepMepTmaTmaTmaMepBmam,Yes
SID3816,TmaBmamTmaTmaBmamTmaBmamTmaTmaTmaBmamTmaMepTmaTmaTmaBmamBmamTmaTmaTmaBmamBmamTmaTmaTmaMepTmaTmaMepTmaTmaBmamTmaTmaBmamMepTmaTmaBmamTmaBmamBmamBmamTmaTmaBmamTmaBmamMepTmaTmaTmaTmaBmamMepTmaBmamTmaTmaTmaTmaMepTmaBmamTmaTmaTmaTmaTma,Yes
SID3817,TmaBmamBmamMepTmaTmaTmaTmaTmaTmaTmaBmamBmamTmaMepTmaTmaBmamBmamTmaTmaBmamBmamMepTmaTmaMepBmamMepTmaTmaBmamBmamTmaTmaTmaBmamTmaBmamBmamBmamTmaTmaMepTmaBmamTmaMepMepMepBmamTmaTmaTmaTmaTmaTmaTmaTmaMepBmamTmaTmaTmaTmaBmamMepTmaTmaTma,Yes
SID3818,BmamBmamTmaBmamBmamMepTmaBmamMepBmamBmamTmaTmaTmaTmaBmamMepTmaTmaTmaTmaMepBmamBmamBmamMepTmaTmaTmaBmamTmaTmaMepTmaTmaMepTmaBmamMepMepTmaTmaTmaBmamBmamBmamTmaBmamBmamMepBmamBmamTmaTmaBmamBmamTmaTmaTmaTmaTmaTmaBmamTmaTmaBmamTmaMepTmaTma,Yes
SID3819,TmaMepTmaTmaTmaBmamTmaTmaTmaTmaBmamTmaBmamMepBmamTmaBmamBmamBmamBmamTmaTmaTmaTmaBmamBmamTmaTmaTmaMepBmamTmaBmamTmaBmamTmaTmaMepTmaMepTmaTmaTmaMepMepTmaTmaTmaBmamTmaBmamTmaTmaMepTmaBmamMepTmaTmaTmaTmaTmaTmaBmamBmamTmaTmaTmaTmaBmam,Yes
SID3820,TmaTmaTmaMepBmamTmaBmamBmamTmaTmaMepTmaTmaBmamTmaBmamBmamTmaMepTmaTmaMepTmaTmaMepTmaMepBmamMepTmaBmamMepMepTmaTmaBmamMepBmamTmaMepMepBmamTmaMepTmaTmaTmaBmamBmamTmaMepTmaTmaTmaTmaTmaTmaTmaBmamTmaBmamTmaTmaTmaBmamBmamTmaTmaTmaTma,Yes
SID3821,TmaBmamTmaTmaBmamTmaBmamTmaMepTmaBmamTmaBmamTmaTmaTmaBmamTmaBmamBmamTmaTmaTmaTmaTmaMepBmamBmamTmaBmamMepTmaTmaTmaBmamMepMepBmamTmaTmaTmaMepTmaTmaTmaTmaMepBmamTmaTmaMepTmaBmamTmaMepTmaTmaMepTmaTmaBmamBmamMepTmaTmaTmaMepBmamBmamTma,Yes
SID3822,BmamTmaBmamBmamMepBmamMepMepTmaBmamTmaMepBmamBmamBmamTmaTmaBmamTmaTmaBmamBmamTmaBmamBmamBmamTmaMepMepTmaTmaTmaTmaBmamTmaMepBmamTmaMepMepMepBmamTmaTmaBmamTmaBmamTmaTmaTmaTmaBmamMepTmaMepTmaBmamTmaTmaTmaMepTmaBmamBmamTmaBmamTmaBmamTmaTma,Yes
SID3823,TmaBmamMepBmamBmamTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaBmamBmamBmamBmamBmamMepTmaBmamMepBmamTmaTmaBmamMepMepMepTmaTmaTmaBmamTmaMepBmamBmamTmaTmaBmamTmaBmamTmaBmamTmaTmaBmamBmamMepMepTmaTmaMepMepTmaTmaBmamTmaBmamTmaTmaBmamMepTmaTmaBmamTmaTma,Yes
SID3824,TmaTmaTmaBmamBmamBmamTmaTmaBmamTmaBmamBmamBmamMepBmamBmamBmamTmaBmamTmaMepBmamMepTmaTmaBmamBmamBmamBmamTmaTmaTmaBmamTmaBmamTmaBmamBmamMepMepBmamMepBmamTmaTmaTmaBmamTmaBmamBmamBmamBmamBmamTmaTmaTmaBmamTmaTmaBmamTmaBmamTmaTmaMepMepTmaMepTmaBmam,Yes
SID3825,TmaTmaBmamTmaMepMepTmaTmaTmaTmaTmaTmaBmamTmaTmaTmaMepBmamBmamBmamMepMepBmamTmaTmaTmaBmamBmamMepTmaTmaMepBmamBmamTmaMepTmaTmaTmaMepBmamMepTmaTmaTmaTmaBmamTmaTmaTmaBmamMepBmamBmamBmamTmaBmamTmaMepTmaTmaTmaTmaTmaTmaTmaMepTmaMepBmam,Yes
SID3826,BmamBmamTmaBmamBmamTmaBmamMepBmamTmaTmaMepTmaTmaBmamBmamTmaTmaBmamMepTmaTmaBmamTmaTmaTmaMepTmaBmamBmamTmaTmaBmamBmamBmamTmaTmaTmaTmaBmamTmaTmaMepMepMepBmamBmamTmaMepTmaTmaBmamMepBmamBmamBmamTmaBmamBmamBmamTmaMepBmamTmaBmamBmamBmamTmaTmaBmam,Yes
SID3827,TmaTmaBmamBmamTmaTmaTmaBmamTmaMepBmamTmaTmaMepTmaBmamBmamBmamTmaTmaTmaTmaBmamTmaBmamMepTmaTmaTmaBmamTmaBmamMepBmamBmamBmamTmaTmaTmaMepBmamMepTmaMepBmamBmamBmamMepBmamTmaBmamTmaTmaTmaMepBmamTmaTmaBmamBmamBmamBmamTmaBmamBmamTmaTmaBmamTmaTma,Yes
SID3828,MepMepBmamBmamBmamTmaTmaMepBmamTmaTmaBmamMepTmaBmamMepTmaTmaTmaBmamTmaBmamTmaBmamTmaTmaTmaTmaTmaTmaBmamBmamBmamBmamTmaTmaBmamTmaTmaBmamBmamTmaBmamTmaBmamBmamTmaBmamBmamMepTmaTmaTmaTmaTmaBmamBmamBmamMepTmaTmaBmamTmaBmamBmamMepTmaBmamMepTma,Yes
SID3829,TmaBmamBmamTmaTmaBmamTmaTmaTmaBmamTmaMepTmaTmaTmaTmaTmaBmamTmaBmamTmaTmaMepTmaTmaBmamTmaTmaTmaTmaTmaBmamBmamMepTmaMepTmaBmamBmamMepTmaTmaTmaTmaTmaBmamTmaTmaTmaBmamTmaBmamTmaTmaBmamBmamTmaBmamBmamMepTmaTmaTmaBmamTmaTmaTmaTmaBmamBmam,Yes
SID3830,TmaBmamTmaTmaTmaBmamMepBmamBmamBmamTmaBmamTmaTmaTmaTmaTmaBmamTmaBmamTmaTmaTmaBmamBmamTmaBmamTmaMepTmaTmaTmaTmaMepBmamBmamBmamTmaBmamTmaTmaTmaMepTmaTmaMepBmamTmaTmaMepMepMepTmaBmamTmaBmamBmamMepTmaBmamTmaMepMepTmaTmaTmaTmaTmaBmamBmam,Yes
SID3831,TmaMepTmaTmaTmaBmamTmaBmamBmamBmamTmaTmaTmaTmaMepTmaBmamTmaBmamTmaBmamBmamBmamTmaTmaTmaTmaTmaTmaTmaBmamBmamMepTmaTmaBmamTmaTmaBmamBmamTmaMepBmamBmamTmaBmamTmaTmaMepMepMepBmamTmaTmaBmamBmamMepTmaTmaMepTmaBmamTmaTmaMepBmamTmaTmaTmaBmam,Yes
SID3832,TmaTmaTmaTmaBmamTmaBmamTmaBmamBmamTmaTmaTmaTmaBmamTmaTmaTmaTmaTmaBmamMepTmaTmaTmaBmamTmaTmaTmaTmaBmamTmaTmaTmaTmaMepTmaBmamBmamTmaTmaTmaTmaTmaBmamTmaTmaTmaMepTmaBmamBmamTmaBmamBmamBmamTmaMepTmaMepTmaTmaBmamBmamTmaTmaMepMepBmamTma,Yes
SID3833,BmamTmaMepBmamTmaMepBmamTmaMepTmaBmamTmaBmamMepMepTmaTmaMepMepBmamTmaTmaTmaBmamBmamTmaMepTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaBmamTmaMepTmaBmamTmaMepBmamBmamTmaBmamBmamBmamBmamBmamBmamTmaTmaBmamBmamBmamTmaTmaTmaBmamBmamBmamMepBmamBmam,Yes
SID3834,TmaBmamBmamTmaBmamBmamBmamTmaTmaTmaMepBmamBmamTmaTmaTmaTmaBmamTmaTmaTmaBmamTmaBmamTmaBmamTmaMepMepBmamTmaTmaTmaBmamTmaMepTmaTmaTmaTmaTmaMepBmamTmaTmaBmamBmamTmaTmaTmaTmaTmaTmaMepTmaMepTmaTmaTmaMepBmamMepTmaTmaBmamTmaBmamTmaTmaTma,Yes
SID3835,TmaTmaTmaBmamBmamTmaTmaBmamTmaBmamMepBmamTmaTmaBmamMepBmamTmaTmaTmaBmamBmamMepTmaTmaBmamMepBmamBmamTmaBmamTmaTmaTmaTmaTmaMepTmaBmamMepTmaBmamTmaBmamBmamTmaTmaBmamTmaBmamBmamBmamTmaTmaTmaTmaBmamTmaBmamTmaMepBmamTmaTmaMepTmaTmaBmamTmaTma,Yes
SID3836,TmaTmaBmamTmaMepTmaTmaTmaMepMepBmamBmamTmaTmaBmamTmaBmamBmamTmaMepMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaBmamTmaBmamTmaBmamMepTmaBmamTmaTmaTmaTmaBmamTmaTmaMepTmaBmamBmamBmamMepTmaBmamMepTmaTmaTmaTmaMepTmaBmamTmaBmamTmaBmamMepBmamBmamTma,Yes
SID3837,TmaBmamBmamMepTmaBmamTmaBmamMepBmamBmamTmaBmamTmaBmamTmaBmamBmamTmaTmaMepBmamBmamBmamBmamBmamTmaTmaTmaBmamBmamMepTmaBmamBmamBmamTmaTmaBmamMepTmaBmamBmamTmaTmaBmamTmaBmamMepMepBmamMepTmaMepTmaBmamTmaTmaTmaTmaTmaTmaMepTmaMepMepTmaTmaTmaBmam,Yes
SID3838,TmaTmaBmamBmamBmamMepBmamTmaTmaTmaTmaTmaTmaTmaTmaMepTmaBmamTmaBmamBmamTmaMepTmaMepTmaTmaMepBmamMepBmamTmaBmamTmaBmamMepTmaBmamTmaBmamTmaTmaBmamTmaBmamTmaBmamTmaTmaTmaBmamTmaBmamTmaMepTmaBmamTmaBmamMepTmaBmamTmaBmamTmaBmamTmaMepMepBmam,Yes
SID3839,TmaBmamBmamBmamMepMepBmamTmaMepTmaMepTmaTmaMepMepTmaBmamTmaMepBmamTmaBmamBmamBmamMepBmamBmamBmamBmamTmaBmamTmaTmaTmaBmamTmaTmaBmamTmaBmamTmaBmamTmaMepMepBmamTmaTmaTmaBmamTmaMepTmaTmaTmaTmaBmamBmamMepTmaTmaTmaTmaBmamTmaBmamTmaMepBmamTma,Yes
SID3840,BmamTmaTmaBmamBmamTmaBmamBmamTmaTmaBmamTmaMepTmaBmamTmaBmamMepTmaTmaTmaMepTmaBmamBmamMepTmaTmaTmaTmaTmaTmaBmamBmamTmaMepBmamTmaTmaTmaBmamTmaTmaBmamMepBmamBmamTmaTmaBmamBmamBmamTmaBmamBmamMepBmamBmamBmamTmaTmaBmamTmaBmamBmamBmamBmamMepMepBmam,Yes
SID3841,BmamTmaTmaBmamTmaTmaTmaTmaTmaBmamMepTmaTmaMepBmamTmaBmamBmamBmamTmaTmaBmamTmaBmamBmamBmamTmaTmaMepTmaTmaTmaTmaTmaBmamTmaBmamTmaTmaBmamBmamTmaBmamBmamMepBmamTmaBmamTmaMepTmaTmaBmamBmamTmaBmamTmaBmamMepTmaBmamMepBmamBmamTmaTmaTmaBmamTmaMep,Yes
SID3842,TmaTmaMepMepTmaBmamTmaBmamBmamTmaMepTmaTmaBmamBmamMepMepBmamBmamMepTmaTmaTmaTmaBmamBmamTmaTmaBmamTmaTmaTmaTmaBmamTmaTmaTmaBmamBmamBmamTmaTmaTmaMepTmaBmamTmaMepBmamTmaBmamBmamTmaTmaMepTmaTmaBmamBmamBmamBmamTmaTmaMepMepBmamTmaMepBmamBmam,Yes
SID3843,MepMepTmaTmaBmamTmaBmamBmamTmaTmaBmamMepBmamBmamTmaTmaBmamBmamTmaBmamTmaTmaMepTmaTmaTmaMepBmamTmaTmaTmaTmaTmaMepTmaBmamTmaBmamBmamTmaTmaTmaTmaBmamMepTmaBmamTmaBmamMepBmamBmamTmaBmamBmamBmamBmamBmamTmaBmamTmaTmaTmaMepTmaTmaTmaBmamTmaMep,Yes
SID3844,BmamBmamMepTmaMepMepTmaTmaTmaTmaTmaBmamBmamBmamTmaTmaTmaTmaBmamTmaBmamTmaTmaTmaTmaBmamTmaTmaTmaMepTmaTmaBmamBmamTmaMepTmaTmaMepTmaBmamTmaTmaTmaBmamBmamTmaBmamBmamBmamBmamMepMepBmamTmaTmaTmaBmamTmaTmaTmaBmamBmamTmaMepTmaTmaBmamBmamTma,Yes
SID3845,MepBmamBmamTmaTmaTmaBmamMepBmamBmamTmaTmaTmaBmamTmaTmaTmaTmaBmamBmamBmamBmamTmaTmaMepTmaTmaTmaTmaBmamTmaTmaBmamBmamBmamTmaTmaTmaTmaBmamMepTmaBmamMepTmaTmaTmaBmamBmamBmamTmaBmamTmaBmamBmamBmamTmaMepTmaMepTmaTmaMepMepBmamBmamTmaBmamBmamTma,Yes
SID3846,TmaTmaMepTmaMepBmamBmamMepTmaTmaTmaTmaTmaBmamBmamBmamTmaTmaBmamBmamBmamTmaTmaTmaBmamTmaBmamMepTmaTmaBmamBmamBmamBmamMepBmamTmaTmaBmamMepTmaTmaBmamTmaBmamTmaBmamBmamTmaBmamTmaTmaTmaBmamTmaTmaTmaBmamTmaMepMepMepTmaTmaMepTmaBmamBmamMepMep,Yes
SID3847,BmamMepTmaMepBmamBmamBmamBmamBmamBmamBmamTmaBmamTmaBmamTmaTmaTmaMepTmaBmamTmaMepBmamTmaBmamTmaTmaTmaMepTmaBmamBmamMepTmaMepBmamTmaMepMepTmaTmaMepTmaTmaBmamBmamTmaBmamTmaTmaBmamBmamBmamTmaBmamBmamBmamTmaTmaTmaTmaBmamBmamTmaTmaTmaTmaMepTma,Yes
SID3848,BmamBmamBmamTmaTmaMepBmamBmamTmaMepTmaTmaTmaTmaBmamMepMepBmamBmamTmaBmamMepMepTmaMepTmaBmamBmamTmaTmaBmamTmaBmamBmamTmaBmamBmamMepTmaBmamTmaBmamTmaBmamBmamBmamMepTmaTmaTmaTmaTmaBmamTmaTmaBmamMepBmamMepTmaTmaBmamMepBmamBmamMepTmaTmaTmaBmam,Yes
SID3849,TmaBmamTmaBmamMepTmaTmaTmaTmaTmaMepTmaBmamMepTmaTmaTmaBmamTmaBmamTmaBmamTmaTmaTmaTmaBmamMepBmamTmaMepTmaTmaMepMepBmamBmamTmaTmaBmamBmamBmamTmaTmaBmamBmamBmamTmaBmamBmamTmaTmaTmaTmaBmamBmamTmaTmaTmaBmamTmaTmaTmaBmamMepTmaBmamTmaTmaBmam,Yes
SID3850,BmamBmamTmaTmaTmaTmaBmamTmaBmamMepTmaTmaTmaMepTmaBmamTmaTmaBmamBmamBmamTmaBmamTmaBmamMepTmaTmaBmamTmaBmamTmaMepMepTmaBmamTmaTmaTmaTmaTmaMepTmaTmaTmaBmamTmaTmaTmaMepTmaMepMepTmaTmaTmaTmaTmaBmamMepMepMepTmaMepBmamMepTmaTmaBmamTma,Yes
SID3851,TmaBmamTmaMepTmaTmaTmaBmamBmamMepMepTmaBmamTmaTmaTmaBmamTmaTmaBmamTmaTmaTmaTmaTmaMepBmamTmaTmaTmaTmaTmaTmaBmamBmamBmamTmaBmamBmamBmamBmamBmamTmaMepTmaTmaTmaTmaBmamTmaBmamBmamTmaMepTmaTmaTmaTmaMepMepTmaBmamBmamBmamTmaMepTmaTmaBmamTma,Yes
SID3852,TmaBmamMepTmaTmaTmaBmamTmaBmamMepTmaTmaBmamTmaMepMepTmaBmamTmaTmaMepBmamTmaTmaTmaBmamMepBmamBmamBmamTmaTmaTmaBmamTmaTmaTmaTmaTmaTmaTmaTmaBmamMepMepBmamMepBmamTmaMepTmaMepTmaMepTmaMepTmaBmamTmaBmamBmamMepTmaTmaBmamBmamTmaBmamBmamTma,Yes
SID3853,TmaTmaBmamBmamBmamTmaBmamTmaBmamTmaTmaTmaMepTmaTmaTmaBmamBmamTmaTmaTmaBmamBmamTmaBmamTmaTmaBmamTmaMepTmaTmaBmamTmaTmaTmaBmamMepTmaTmaTmaBmamBmamBmamTmaTmaTmaTmaTmaTmaBmamTmaTmaBmamMepBmamTmaMepTmaTmaBmamTmaTmaMepTmaMepTmaBmamTmaTma,Yes
SID3854,TmaBmamBmamBmamTmaTmaTmaTmaBmamBmamTmaBmamBmamMepBmamTmaBmamBmamTmaBmamTmaBmamBmamBmamTmaMepTmaBmamTmaBmamBmamTmaTmaBmamTmaTmaTmaTmaTmaTmaMepBmamTmaMepTmaTmaBmamBmamTmaBmamTmaMepTmaTmaTmaTmaTmaTmaBmamTmaTmaTmaBmamBmamTmaTmaTmaTmaBmamMep,Yes
SID3855,TmaTmaTmaTmaBmamMepTmaMepBmamTmaTmaTmaBmamMepTmaBmamBmamTmaBmamTmaTmaTmaBmamBmamBmamBmamTmaTmaBmamBmamBmamMepTmaMepTmaTmaTmaBmamMepTmaMepTmaTmaTmaTmaTmaMepTmaBmamTmaBmamTmaBmamBmamTmaTmaTmaTmaTmaBmamBmamTmaTmaBmamMepMepTmaBmamMepTma,Yes
SID3856,TmaBmamBmamBmamTmaBmamTmaBmamTmaTmaTmaMepBmamBmamTmaTmaBmamBmamTmaTmaMepTmaBmamBmamTmaBmamTmaTmaTmaMepTmaTmaTmaBmamBmamTmaTmaTmaTmaTmaTmaMepTmaMepTmaTmaBmamBmamTmaMepTmaTmaBmamTmaBmamBmamTmaTmaMepTmaMepBmamMepBmamTmaMepTmaTmaTmaTma,Yes
SID3857,TmaTmaTmaMepTmaTmaBmamTmaMepTmaTmaBmamTmaMepBmamBmamBmamMepTmaTmaMepBmamTmaBmamTmaBmamTmaBmamTmaBmamMepTmaBmamBmamMepBmamBmamTmaTmaBmamTmaTmaMepTmaBmamTmaTmaBmamBmamTmaBmamBmamMepBmamTmaBmamBmamTmaMepBmamMepTmaBmamBmamBmamBmamBmamMepBmamMep,Yes
SID3858,TmaTmaBmamBmamTmaTmaTmaBmamTmaBmamTmaBmamTmaTmaBmamTmaBmamTmaTmaTmaBmamTmaTmaMepBmamTmaTmaBmamTmaBmamTmaTmaBmamBmamBmamTmaBmamTmaTmaBmamBmamTmaTmaTmaTmaTmaMepTmaTmaMepTmaMepTmaTmaBmamTmaTmaBmamTmaBmamBmamBmamMepTmaTmaBmamMepTmaMepBmam,Yes
SID3859,TmaBmamTmaTmaBmamBmamTmaTmaTmaBmamBmamMepBmamBmamTmaTmaBmamBmamBmamTmaBmamTmaBmamTmaBmamBmamTmaTmaBmamBmamTmaTmaTmaTmaTmaTmaTmaBmamTmaBmamTmaBmamTmaTmaMepTmaBmamBmamMepMepTmaTmaTmaTmaBmamTmaBmamTmaBmamTmaBmamTmaBmamTmaBmamMepTmaTmaTmaBmam,Yes
SID3860,BmamTmaBmamBmamMepTmaTmaMepBmamTmaBmamTmaTmaTmaTmaMepTmaTmaBmamBmamBmamMepTmaMepTmaTmaTmaBmamTmaBmamMepTmaTmaTmaBmamTmaTmaTmaTmaBmamTmaBmamTmaBmamTmaBmamBmamTmaBmamBmamTmaTmaMepBmamTmaTmaTmaMepMepTmaTmaTmaBmamTmaTmaMepTmaBmamTmaTma,Yes
