sample_ID,poly_ID,MIC_ecoli,sequence,seq_mon_mol_dist
73,36,1.7391304347826089,TmaBamTmaTmaTmaTmaTmaTmaTmaBamTmaOctTmaTmaBamBamTmaTmaTmaBamBamTmaBamBamBamTmaTmaBamBamBamTmaBamTmaBamBamBamTmaBamBamTmaTmaBamTmaBamTmaTmaBamBamBamTmaBamTmaBamBamBamBamBamTmaBamBamTmaTmaBamTmaTmaBamOctBamBamBam,[0.5722185  0.39606982 0.03171168]
74,36,1.7391304347826089,TmaTmaOctTmaTmaTmaTmaBamBamTmaTmaTmaBamTmaBamTmaTmaTmaTmaBamTmaTmaBamTmaBamBamTmaTmaTmaBamTmaBamTmaTmaTmaBamTmaBamTmaTmaBamBamBamTmaBamBamTmaBamBamBamTmaBamTmaTmaBamBamOctTmaBamTmaBamOctBamBamBamBamTmaOctBamTma,[0.62064099 0.31821199 0.06114701]
75,36,1.7391304347826089,BamTmaTmaTmaBamTmaBamBamBamBamBamTmaBamTmaTmaBamTmaTmaBamBamBamBamBamTmaTmaBamTmaTmaTmaBamTmaTmaBamBamBamBamBamBamBamBamBamBamBamOctTmaBamBamBamBamBamTmaTmaTmaTmaBamTmaTmaBamTmaTmaTmaBamBamBamBamBamTmaBamTmaTma,[0.53213914 0.45159022 0.01627063]
76,36,1.7391304347826089,TmaTmaTmaTmaBamBamTmaTmaBamBamBamBamOctBamBamBamBamTmaBamTmaBamTmaBamBamBamBamTmaBamTmaBamBamTmaTmaBamOctTmaTmaBamTmaBamBamTmaTmaBamTmaTmaBamTmaTmaTmaBamBamTmaTmaTmaBamBamBamBamBamBamTmaTmaTmaBamBamBamBamOctBam,[0.52689039 0.42477917 0.04833045]
77,36,1.7391304347826089,BamBamOctTmaBamTmaBamBamBamBamBamTmaTmaBamBamTmaTmaTmaTmaBamTmaTmaBamTmaBamBamOctBamOctBamBamBamBamBamTmaBamTmaBamTmaBamTmaTmaBamBamTmaBamTmaTmaBamBamBamBamTmaTmaTmaBamBamBamTmaBamTmaOctBamTmaTmaBamBamTmaTmaTma,[0.52430465 0.411571   0.06412435]
78,36,1.7391304347826089,BamTmaOctBamTmaTmaTmaBamTmaBamTmaTmaTmaBamTmaOctBamTmaTmaBamBamBamBamTmaTmaBamOctBamTmaBamOctBamTmaBamBamBamBamBamTmaTmaBamTmaBamBamTmaBamBamBamTmaBamBamBamTmaBamTmaBamTmaBamTmaBamBamBamTmaTmaTmaTmaBamTmaBamTma,[0.53863739 0.39768122 0.06368139]
79,36,1.7391304347826089,BamTmaTmaBamBamBamTmaBamBamBamBamBamTmaBamBamTmaTmaTmaTmaTmaOctTmaBamBamBamBamTmaBamBamBamBamBamBamTmaBamBamBamTmaTmaBamBamBamBamBamBamBamBamTmaBamTmaTmaTmaTmaTmaTmaBamBamTmaTmaBamBamTmaOctOctTmaTmaBamTmaBamBam,[0.49750852 0.45347577 0.04901571]
80,36,1.7391304347826089,BamTmaTmaBamTmaOctTmaBamBamTmaTmaTmaBamTmaTmaBamBamTmaTmaTmaBamTmaTmaBamBamBamBamTmaBamTmaBamBamBamBamBamTmaBamBamTmaTmaTmaTmaBamTmaTmaBamTmaTmaBamTmaTmaBamBamBamTmaTmaBamTmaTmaBamBamOctBamBamBamTmaTmaTmaBamBam,[0.59973001 0.36898874 0.03128125]
81,36,1.7391304347826089,OctTmaTmaBamTmaTmaTmaBamBamTmaBamTmaBamTmaBamBamTmaOctTmaTmaTmaOctBamBamBamOctBamBamBamBamTmaBamBamBamTmaTmaTmaBamTmaTmaBamTmaTmaBamTmaBamBamTmaTmaTmaBamTmaBamBamBamBamBamTmaBamBamBamBamBamBamBamBamTmaTmaBamOct,[0.50726425 0.41241579 0.08031997]
82,36,1.7391304347826089,TmaBamTmaBamBamBamBamTmaTmaTmaTmaTmaBamTmaBamTmaTmaBamTmaBamOctTmaBamBamBamBamBamTmaBamOctBamBamBamBamTmaBamTmaBamTmaBamBamBamOctTmaTmaTmaTmaBamTmaTmaBamBamBamBamTmaTmaOctTmaTmaTmaBamTmaTmaBamTmaBamBamTmaBamOct,[0.55011083 0.37121435 0.07867483]
83,36,1.7391304347826089,TmaTmaBamTmaTmaBamTmaTmaTmaBamBamTmaTmaBamTmaBamTmaBamTmaTmaBamTmaBamTmaTmaTmaTmaBamTmaTmaBamTmaOctBamTmaBamBamBamTmaBamBamBamBamBamTmaOctBamBamTmaTmaTmaBamBamTmaOctBamBamBamTmaOctTmaTmaTmaTmaBamBamTmaTmaBamTma,[0.62064099 0.31821199 0.06114701]
84,36,1.7391304347826089,BamBamOctTmaTmaTmaTmaOctBamTmaTmaTmaTmaBamOctBamBamTmaTmaTmaBamTmaTmaBamBamBamTmaTmaBamBamBamBamTmaTmaBamBamBamBamBamTmaTmaBamTmaTmaTmaTmaTmaBamTmaTmaBamBamTmaTmaBamTmaTmaBamBamBamBamTmaTmaTmaBamBamOctTmaBamTma,[0.60743003 0.33101467 0.0615553 ]
85,36,1.7391304347826089,BamBamBamTmaTmaBamTmaTmaBamOctTmaBamTmaBamBamBamTmaBamBamTmaBamOctBamTmaBamTmaBamTmaTmaBamTmaBamTmaBamTmaBamTmaTmaTmaTmaTmaTmaTmaOctBamBamBamBamTmaBamOctBamTmaTmaTmaTmaBamBamBamBamBamTmaTmaBamTmaTmaBamBamTmaTma,[0.58047165 0.35713988 0.06238847]
86,36,1.7391304347826089,BamTmaBamBamBamBamBamBamTmaBamBamTmaBamBamTmaTmaTmaBamBamTmaTmaBamTmaTmaBamTmaTmaTmaTmaTmaTmaBamBamTmaBamBamBamBamBamTmaOctBamTmaBamTmaBamBamTmaTmaTmaTmaBamTmaBamBamBamBamBamTmaBamTmaTmaBamTmaTmaBamOctTmaBamBam,[0.55817687 0.40989177 0.03193136]
87,36,1.7391304347826089,TmaBamTmaBamBamBamBamBamTmaTmaTmaBamTmaBamTmaBamTmaTmaBamTmaBamTmaBamTmaTmaTmaBamBamBamTmaTmaTmaTmaTmaTmaBamTmaBamTmaBamTmaBamBamBamTmaTmaBamBamTmaOctBamTmaBamTmaTmaBamBamTmaTmaTmaTmaBamTmaBamTmaBamBamBamBamTma,[0.62947828 0.3550173  0.01550442]
88,36,1.7391304347826089,TmaBamBamBamBamBamBamBamBamOctOctTmaTmaBamTmaBamTmaBamTmaTmaOctTmaTmaTmaTmaBamBamTmaTmaBamTmaBamBamBamBamBamTmaTmaBamTmaBamTmaTmaBamTmaTmaTmaBamTmaOctBamBamTmaTmaTmaTmaTmaTmaTmaBamBamBamTmaTmaBamTmaTmaTmaTmaTma,[0.63367786 0.30557804 0.0607441 ]
89,36,1.7391304347826089,TmaTmaBamTmaTmaBamBamOctBamBamBamBamBamBamTmaTmaBamBamBamBamTmaTmaBamBamBamBamBamTmaOctTmaTmaTmaBamBamTmaTmaBamBamTmaBamBamBamBamTmaBamBamBamTmaBamTmaTmaTmaBamBamBamBamTmaTmaBamBamTmaTmaTmaTmaTmaTmaBamBamTmaBam,[0.52950176 0.43811825 0.03237999]
90,36,1.7391304347826089,BamBamTmaTmaBamBamTmaBamBamTmaTmaTmaTmaBamBamBamTmaBamBamBamBamBamBamBamTmaTmaTmaTmaTmaTmaBamTmaOctBamTmaBamBamTmaBamTmaTmaTmaTmaBamOctBamBamBamTmaTmaBamBamTmaTmaTmaTmaBamTmaBamTmaTmaTmaBamBamBamTmaBamBamBamTma,[0.58606825 0.38243676 0.03149499]
91,36,1.7391304347826089,BamBamTmaTmaBamBamBamTmaTmaBamBamTmaTmaBamBamTmaOctBamBamTmaBamOctTmaTmaTmaTmaBamBamBamTmaTmaBamTmaBamBamBamBamTmaOctBamBamTmaTmaTmaBamTmaTmaBamBamBamBamBamBamTmaBamBamTmaTmaBamOctBamOctTmaBamBamTmaTmaBamTmaTma,[0.52174416 0.39849184 0.07976399]
92,36,1.7391304347826089,TmaTmaTmaBamTmaTmaBamBamBamTmaBamTmaBamTmaBamBamBamBamTmaBamBamBamTmaBamBamTmaTmaTmaTmaTmaTmaBamBamBamBamBamTmaBamBamBamTmaTmaBamBamBamTmaTmaBamTmaTmaBamBamBamTmaTmaTmaTmaTmaTmaTmaBamBamTmaBamBamBamTmaBamOctBam,[0.57500954 0.40905728 0.01593318]
93,36,1.7391304347826089,BamTmaBamTmaTmaBamTmaBamOctTmaTmaBamBamTmaBamTmaTmaTmaTmaTmaOctTmaTmaBamTmaTmaTmaBamBamTmaBamTmaBamBamBamTmaTmaTmaBamBamTmaTmaBamTmaTmaBamBamTmaBamBamBamOctTmaTmaTmaBamBamBamTmaTmaBamBamBamBamTmaTmaBamTmaBamTma,[0.62355906 0.33036507 0.04607588]
94,36,1.7391304347826089,BamBamTmaOctTmaTmaBamTmaBamTmaBamBamTmaTmaTmaTmaBamTmaBamBamBamBamBamBamOctTmaTmaBamBamTmaTmaTmaBamTmaTmaBamBamTmaBamTmaTmaTmaBamTmaBamTmaTmaBamBamTmaBamBamTmaTmaBamBamTmaBamTmaTmaTmaBamBamBamBamBamBamTmaBamTma,[0.58606825 0.38243676 0.03149499]
95,36,1.7391304347826089,BamBamTmaBamBamTmaTmaBamBamBamBamTmaBamTmaBamTmaBamTmaBamTmaTmaBamTmaBamBamBamBamBamOctBamTmaBamTmaTmaBamBamBamBamTmaBamBamBamTmaTmaTmaTmaBamBamBamBamTmaTmaTmaBamBamTmaTmaTmaBamBamBamBamTmaBamBamBamTmaBamTmaTma,[0.51744259 0.46617109 0.01638632]
96,36,1.7391304347826089,TmaTmaTmaBamBamBamTmaBamBamTmaBamBamBamBamBamBamBamTmaTmaTmaTmaBamTmaTmaBamBamBamBamTmaTmaTmaBamTmaBamBamTmaTmaTmaBamTmaBamTmaBamTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaOctTmaTmaTmaTmaTmaTmaTmaBamTmaTmaBamBamBamTmaBamBam,[0.68109236 0.3038095  0.01509813]
97,36,1.7391304347826089,TmaTmaBamTmaTmaBamBamTmaBamBamBamBamTmaBamBamBamBamBamTmaBamTmaBamTmaTmaBamBamTmaBamBamOctBamBamBamTmaTmaBamOctTmaBamBamTmaTmaTmaBamBamTmaBamTmaOctTmaTmaBamBamBamTmaTmaBamBamBamBamBamTmaTmaTmaBamBamBamBamTmaBam,[0.49750852 0.45347577 0.04901571]
98,36,1.7391304347826089,BamBamTmaTmaOctBamTmaBamTmaBamBamBamTmaTmaTmaTmaOctBamTmaBamBamBamBamBamTmaTmaTmaBamTmaBamTmaBamBamOctBamTmaTmaBamBamTmaBamTmaBamBamBamBamTmaTmaTmaBamBamBamBamTmaTmaTmaTmaBamBamBamTmaTmaBamTmaBamTmaOctTmaTmaBam,[0.55277348 0.38398202 0.0632445 ]
99,36,1.7391304347826089,BamTmaBamBamBamBamBamBamBamBamBamTmaOctTmaBamBamBamTmaBamBamBamBamBamBamTmaTmaBamOctTmaTmaTmaBamTmaOctBamBamTmaOctBamBamBamBamTmaBamTmaBamTmaTmaTmaBamBamTmaBamTmaTmaTmaBamBamBamBamBamBamBamBamTmaBamTmaBamBamTma,[0.4339385  0.49914432 0.06691718]
100,36,1.7391304347826089,TmaBamTmaBamTmaTmaTmaBamTmaTmaBamTmaTmaBamBamBamTmaTmaTmaBamTmaBamBamTmaBamBamBamTmaTmaBamTmaBamBamBamTmaBamBamBamTmaTmaTmaTmaTmaTmaBamBamBamBamTmaBamTmaTmaTmaBamTmaTmaBamBamTmaTmaBamBamTmaBamBamTmaBamTmaTmaBam,[0.63248023 0.36751977]
1,37,751.8045112781955,MoMoPheMoMoMoMoMoPheMoMoMoMoTmaPhePheOctMoMoPheMoMoMoTmaMoPheMoPhePheMoTmaMoPheTmaPheMoMoMoMoOctMoMoPheMoMoMoOctMoPheMoPhePheMoPheMoPheMoMoMoMoPheMoMoMoMoMoTmaTmaMoMo,[0.11808064 0.5913724  0.23819584 0.05235112]
2,37,751.8045112781955,PhePheMoMoPhePhePhePheMoMoPhePheMoMoMoMoPheMoMoMoMoMoOctMoMoMoPheMoTmaMoOctMoMoMoOctMoMoPheTmaMoMoMoMoMoMoPheTmaMoPheTmaMoOctPheMoPheMoPheMoPheTmaMoMoPhePhePheTmaPheMoMoMo,[0.11734197 0.52089195 0.29240124 0.06936484]
3,37,751.8045112781955,MoTmaMoTmaMoPheMoMoPhePheMoPheMoMoPheMoMoMoTmaMoTmaMoOctTmaMoTmaMoMoPheMoMoPheMoPheMoTmaMoMoTmaPheMoMoMoPhePheMoPheMoMoMoMoMoMoPheOctOctOctMoOctMoMoMoMoTmaOctPhePheMoMoMo,[0.17202769 0.52215178 0.20412909 0.10169144]
4,37,751.8045112781955,MoMoPheMoMoPhePheMoMoTmaMoPheMoPheTmaMoMoMoMoTmaPheMoMoOctPhePheMoMoPheMoPheMoOctMoMoMoMoMoMoMoMoMoMoMoMoTmaPheMoPhePheMoMoTmaPheMoPhePheOctMoMoMoPheMoPheMoMoTmaPheMoMo,[0.11794589 0.56384765 0.26591508 0.05229138]
5,37,751.8045112781955,MoMoMoMoTmaPheMoPheMoMoPheTmaMoMoMoTmaMoMoMoPhePheMoPheMoTmaMoMoMoPheMoMoOctMoPheMoMoMoMoTmaMoMoTmaPheTmaMoPhePhePheMoOctMoTmaTmaMoTmaMoPheMoMoPheMoOctTmaPheTmaMoMoTmaMoMo,[0.24540286 0.5027844  0.20159758 0.05021515]
6,37,751.8045112781955,MoMoPheMoMoMoPheMoMoMoTmaMoOctMoPheTmaMoMoTmaPheMoPheMoOctMoPhePheMoMoMoPheMoMoMoOctMoMoMoMoTmaMoMoMoMoPhePheMoMoTmaPheMoPhePheMoMoMoPheOctMoMoMoTmaMoMoPheMoMoOctPheMo,[0.11720757 0.57365896 0.22252673 0.08660674]
7,37,751.8045112781955,MoTmaTmaPheMoPheMoMoMoPheMoMoTmaMoMoMoPheMoMoMoOctTmaMoTmaMoMoMoMoMoMoPheOctMoTmaTmaMoMoMoMoMoMoMoMoMoOctMoMoPheMoTmaMoMoTmaMoMoMoMoPheMoPhePheMoMoMoPheOctMoMoOctOct,[0.17250623 0.58905483 0.13646462 0.10197432]
8,37,751.8045112781955,OctMoPheMoPheTmaMoPheMoMoPheMoMoMoPheMoMoMoTmaMoMoOctPheMoMoTmaTmaTmaMoMoMoMoMoMoTmaMoMoMoMoMoMoMoMoTmaMoPheMoPheMoMoOctPhePheTmaMoPheMoMoTmaPheTmaPheMoPheMoOctMoMoMoMo,[0.19157944 0.54951445 0.19095663 0.06794949]
9,37,751.8045112781955,MoMoMoTmaMoMoTmaPheTmaTmaMoMoMoPheMoMoPheMoPhePheMoMoMoOctMoMoTmaTmaPheTmaTmaPheMoPheMoMoMoPheMoPheMoMoMoMoMoMoMoMoMoMoMoMoOctPheTmaOctPhePheTmaMoMoMoPheMoMoPheMoMoMoMo,[0.19222293 0.55136019 0.2052836  0.05113329]
10,37,751.8045112781955,TmaPheMoOctPheOctMoTmaTmaPheMoMoMoMoPheMoTmaMoPheMoPhePheTmaMoTmaPheMoOctTmaMoTmaPheMoMoMoTmaMoMoTmaPheMoMoMoTmaMoPheMoTmaMoPheMoTmaMoMoPheMoMoPheMoMoPheTmaMoMoPheMoMoMoPheMo,[0.26242177 0.46084539 0.22687077 0.04986208]
11,37,751.8045112781955,TmaPheMoPhePheOctMoPheMoMoPheMoPheMoMoMoMoMoMoMoPhePheTmaMoPheMoMoMoPheMoMoPhePheTmaMoMoMoPheMoPhePheMoMoPhePheMoPhePheMoPhePhePheMoMoMoMoTmaTmaPheMoPheMoMoTmaTmaMoPhePheMoTma,[0.1559437  0.46593659 0.36083528 0.01728443]
12,37,751.8045112781955,MoPhePhePheMoMoTmaMoMoMoMoTmaTmaMoTmaTmaMoMoPheMoMoMoMoPheTmaMoPheMoPheMoMoMoMoPheMoMoOctMoPheMoPhePheTmaMoMoMoMoMoPheMoPhePheMoPheMoMoPheOctMoMoPhePheMoPhePhePheMoTmaMoMo,[0.15576567 0.51859377 0.29111116 0.0345294 ]
13,37,751.8045112781955,PheMoMoMoMoTmaMoMoTmaPheMoMoMoPhePheMoMoPhePheTmaMoOctPheTmaMoMoPheMoPheTmaMoMoMoMoMoMoPheTmaTmaMoTmaPheMoPheMoMoMoMoMoMoMoTmaPheMoMoMoMoPheMoMoPheMoTmaPheMoMoTmaMoTmaPhe,[0.22941225 0.5222474  0.23138867 0.01695168]
14,37,751.8045112781955,OctMoTmaPheMoMoPheOctMoPheTmaTmaPheMoPheMoMoTmaTmaPheMoOctPheMoPheMoTmaMoPheMoOctPheMoPhePheOctPheTmaTmaMoMoOctMoPhePheMoMoMoMoPheMoMoTmaMoOctPhePheMoTmaTmaPheMoMoMoPheMoPheMoMoTma,[0.22368751 0.38191144 0.2787004  0.11570065]
15,37,751.8045112781955,MoMoMoPheTmaMoMoMoMoMoMoMoMoOctTmaMoMoMoMoPheMoMoMoMoMoMoMoPheOctPheMoPheTmaPheOctMoTmaMoPheMoMoMoPhePheOctOctOctMoTmaTmaMoTmaMoMoMoMoMoMoMoTmaPheTmaPheMoPheMoTmaMoMoPhe,[0.19020024 0.53256895 0.17604035 0.10119047]
16,37,751.8045112781955,PhePheMoMoMoMoMoMoTmaPheTmaMoMoTmaPheMoTmaMoMoMoPhePheMoMoPheMoMoTmaMoMoTmaMoMoPhePheMoTmaPhePheMoMoPhePheTmaPhePhePhePheMoTmaPhePheMoMoMoMoMoMoMoPhePheMoMoMoMoMoMoPheTmaPhe,[0.1936339  0.48928742 0.31707868]
17,37,751.8045112781955,MoTmaMoTmaPheMoMoTmaMoPheMoMoMoMoMoMoPheMoPhePheTmaMoPheMoMoMoTmaMoPheMoMoMoMoMoPhePheMoTmaMoOctMoMoTmaPheMoMoPheMoMoPheMoMoTmaMoTmaOctMoMoTmaPhePheTmaMoPheMoMoPheOctMoOct,[0.20923374 0.50662261 0.216679   0.06746466]
18,37,751.8045112781955,PhePheMoOctMoMoMoMoMoMoMoMoPheTmaMoPhePheMoMoOctMoMoMoMoMoMoMoMoTmaMoTmaMoPhePheTmaMoPheTmaMoMoMoPhePheTmaPheMoMoMoPheOctMoMoMoPheTmaMoPheMoMoTmaPheMoMoTmaMoMoPheMoMoTma,[0.19211574 0.53793243 0.21884706 0.05110477]
19,37,751.8045112781955,MoMoPheMoMoMoMoPheMoPhePheTmaMoMoMoMoPhePhePheMoMoMoMoMoTmaPhePhePhePheMoOctMoMoMoTmaMoPheMoMoMoTmaOctMoTmaMoTmaPheTmaPheMoPheOctPheMoMoOctMoMoMoMoMoMoPhePheMoMoMoMoTmaMo,[0.15479982 0.52859296 0.24797664 0.06863059]
20,37,751.8045112781955,PhePheOctPheMoMoMoMoMoMoTmaMoMoMoPheMoMoMoMoMoMoMoTmaMoMoOctMoMoMoTmaMoPheMoMoPheMoMoMoMoMoPheOctMoPhePheMoMoMoMoMoTmaTmaMoTmaMoMoPheMoPheMoPheMoMoMoMoMoTmaMoPheMo,[0.13721807 0.62920482 0.18143222 0.05214489]
21,37,751.8045112781955,MoPhePheMoMoMoPheTmaTmaPhePhePhePheMoMoMoTmaPheOctTmaMoTmaMoMoMoMoPheMoPheMoMoOctOctTmaMoMoMoMoMoMoMoMoPhePhePheMoPheTmaMoPheOctMoMoPheTmaMoMoPheMoOctMoMoPheMoTmaMoMoMoMoMo,[0.17241223 0.49715301 0.24550247 0.08493229]
22,37,751.8045112781955,MoMoTmaMoTmaTmaMoMoMoMoPheMoMoTmaMoMoTmaMoMoPheTmaPheMoTmaTmaPheMoMoMoOctMoTmaTmaPhePheMoMoPhePhePheMoMoTmaMoTmaMoMoPheMoPheTmaPheMoMoMoMoMoPheMoPheTmaMoMoPheMoMoMoPheMoMo,[0.26458686 0.5033682  0.21528711 0.01675782]
23,37,751.8045112781955,PheMoMoMoOctPheMoPhePheMoMoTmaPheMoPheMoPheTmaMoMoMoMoMoMoTmaMoTmaPhePheMoMoMoTmaTmaMoMoMoTmaTmaMoOctMoTmaMoPheMoPhePheTmaTmaPheMoMoMoTmaMoMoMoMoMoMoMoMoTmaMoPheOctTmaMoPhe,[0.26270763 0.48697782 0.20039815 0.04991639]
24,37,751.8045112781955,MoTmaTmaMoPheOctPhePhePhePheMoMoMoMoOctPheTmaPhePhePheMoPheMoMoPhePheTmaOctPhePheMoMoMoMoMoMoMoMoMoPheTmaOctMoMoPheMoMoPheMoPheMoMoOctOctMoPheMoMoMoPheMoMoMoMoPhePheTmaMoTmaPhe,[0.13483516 0.44726504 0.3154211  0.10247871]
25,37,751.8045112781955,PhePheMoMoOctOctMoPhePheMoMoPhePheMoPheMoMoPheMoPheMoPheMoPheMoPheMoMoPheMoMoMoMoMoMoPheTmaTmaTmaMoPheMoMoPheTmaMoMoPhePhePhePheMoTmaMoMoTmaTmaPheMoMoTmaTmaMoPheTmaMoMoTmaMoMo,[0.21016667 0.45668855 0.29926204 0.03388273]
26,37,751.8045112781955,MoMoMoMoTmaMoMoPheMoPheMoPhePheMoPheMoMoTmaMoPheMoPheMoMoPheMoMoPhePhePhePheMoMoMoPheMoMoMoPheMoOctMoMoMoMoOctPheMoMoMoMoMoPheMoPheMoTmaPheMoMoOctPheMoPheMoMoMoMoPheMo,[0.06002683 0.58758886 0.29915845 0.05322586]
27,37,751.8045112781955,MoMoMoMoOctPheMoMoPhePheMoTmaMoPheMoMoMoTmaMoMoPheMoMoMoMoMoMoPheMoMoOctMoPhePhePheMoMoPheTmaMoMoMoMoMoMoTmaTmaMoMoMoMoMoMoOctPheTmaPheMoPheMoMoTmaPhePheOctPhePheMoMoMo,[0.13636304 0.55876455 0.23577912 0.06909329]
28,37,751.8045112781955,MoPheMoPheMoMoMoMoMoMoMoMoTmaMoPhePhePheMoMoMoMoPheOctTmaMoMoTmaTmaPhePheMoMoMoMoMoTmaMoOctTmaMoMoPheMoTmaMoMoPheTmaMoTmaMoMoMoPheOctPheMoMoTmaOctMoMoPheOctPheMoMoMoTmaMo,[0.20865543 0.51817675 0.18907009 0.08409773]
29,37,751.8045112781955,PheMoPhePheMoTmaMoPheMoMoMoPheMoMoPheMoMoMoOctMoPhePhePhePheMoTmaTmaMoMoPheTmaMoPheTmaMoMoPheMoMoMoMoMoMoMoTmaPheMoMoPheMoMoMoOctMoMoMoMoPheMoMoOctPhePheTmaMoTmaTmaMoPheMo,[0.1736715  0.51396269 0.26103423 0.05133158]
30,37,751.8045112781955,PhePheMoMoPheTmaMoPheMoTmaTmaOctMoMoOctMoPheMoTmaMoPhePheOctMoPheMoPheTmaMoMoMoMoPhePheMoPhePheMoTmaMoMoMoMoMoMoMoMoMoTmaMoMoMoMoMoTmaTmaMoTmaPheMoMoMoMoMoTmaMoMoMoMoMo,[0.21028095 0.54832427 0.19054304 0.05085174]
31,37,751.8045112781955,MoMoPheMoPhePheTmaMoPhePhePheMoMoMoMoPheMoTmaMoPheMoPheMoOctPheMoMoPheMoPheMoPheMoMoPheMoMoMoTmaTmaTmaMoMoMoMoMoMoPheOctMoPheMoTmaPhePheMoTmaMoMoMoMoMoPheTmaMoMoMoPheTmaPhe,[0.17416121 0.50219622 0.28932503 0.03431754]
32,37,751.8045112781955,PheMoMoOctTmaMoMoMoOctPhePheMoPheMoTmaMoPheMoMoPheMoMoMoPheMoPhePheMoTmaMoMoMoMoTmaMoPheMoPheOctPheMoTmaPheMoMoPhePhePheMoMoPheMoMoPhePheMoTmaMoMoMoOctPheMoTmaMoPhePhePheTmaPhe,[0.1542799  0.44779498 0.32952504 0.06840009]
33,37,751.8045112781955,MoPhePhePheOctMoMoPheOctMoMoMoMoPheMoPheMoMoTmaMoMoMoOctMoPheMoPheMoMoMoMoMoMoMoPheMoMoMoTmaMoPheMoTmaMoPhePheMoMoTmaTmaMoOctMoPheMoPheTmaMoTmaMoTmaPheMoMoTmaMoMoTmaMoTma,[0.20934932 0.51989998 0.20324878 0.06750192]
34,37,751.8045112781955,MoMoMoMoMoMoPheTmaMoTmaTmaTmaMoTmaMoPhePhePheMoPhePhePheMoOctTmaPheMoPheMoMoTmaMoMoMoPhePheMoPhePheMoOctPheMoPheTmaMoPheMoTmaMoMoMoMoMoMoMoPheTmaMoPheMoOctMoOctMoMoMoMoMoMo,[0.19115425 0.4960763  0.24497077 0.06779868]
35,37,751.8045112781955,MoMoMoPheTmaPheMoPheMoPheMoMoMoMoPhePheMoMoPhePhePheMoMoPheMoMoMoMoMoPheMoMoPhePheMoMoPhePheMoPhePheOctMoOctPheMoMoPheMoPheMoMoMoPhePheMoMoPheMoTmaMoMoMoMoMoMoMoMoMoMo,[0.0403919  0.59308056 0.33071199 0.03581555]
36,37,751.8045112781955,MoPhePheMoPheMoPhePheTmaMoPheMoPhePheMoMoPheTmaMoMoMoPheMoMoMoMoOctPhePheTmaPheMoMoMoMoPhePheMoMoPheMoMoMoPhePheMoMoMoTmaPheMoTmaMoMoMoMoMoTmaMoOctMoMoMoMoPheTmaMoPhePheMo,[0.13706365 0.52151859 0.30669362 0.03472414]
37,37,751.8045112781955,MoTmaOctMoMoPheOctMoMoMoPheMoMoMoPheTmaPheOctMoPheMoMoPheMoPheMoMoTmaMoMoTmaPheMoPheMoMoTmaPhePheMoMoMoTmaMoPheMoTmaMoMoMoPheTmaMoPhePheOctMoPheMoPhePheMoMoMoMoMoPheMoPheMo,[0.15462612 0.50159986 0.27522044 0.06855358]
38,37,751.8045112781955,MoMoPheMoOctMoPheTmaTmaMoPheMoTmaMoMoTmaPheMoMoMoMoMoTmaMoPheMoPhePheMoMoPheTmaMoMoTmaOctMoMoPheMoPheMoMoMoPheMoMoMoMoMoTmaPhePhePheMoMoMoMoTmaPheTmaMoMoMoPhePheMoTmaMoMo,[0.21075106 0.52338105 0.23189095 0.03397695]
39,37,751.8045112781955,PhePheMoMoMoMoMoPheMoPheMoMoTmaPhePhePheMoPheMoMoMoMoMoMoPhePheMoMoMoMoPheMoMoPheMoPhePheMoPheMoPheMoTmaMoOctMoMoPhePheMoTmaOctPheMoTmaMoMoOctMoMoTmaMoMoMoOctPhePheMoMoTma,[0.11734197 0.52089195 0.29240124 0.06936484]
40,37,751.8045112781955,PheMoMoPheMoPheMoPheMoPhePhePheMoMoMoMoMoPheMoMoPheMoMoPheMoPheMoMoMoMoOctMoMoMoTmaPhePheTmaMoMoMoPheMoMoOctPheMoPheMoMoPheOctTmaPheMoMoMoPhePheMoTmaPhePhePheMoMoMoMoPhePhe,[0.07934805 0.51480267 0.35308078 0.05276851]
41,37,751.8045112781955,MoOctMoPheMoMoPheMoPhePhePhePhePhePheTmaMoPheMoPheMoPheMoMoPheMoMoMoMoTmaPheMoMoMoTmaTmaMoMoPheMoPheMoMoTmaPheMoMoMoMoOctMoPheMoTmaMoMoTmaPhePheMoTmaMoPheMoMoMoMoMoMoMoPhe,[0.15576567 0.51859377 0.29111116 0.0345294 ]
42,37,751.8045112781955,TmaPhePheTmaPhePheMoTmaTmaMoMoPheMoOctOctMoMoPheMoMoPheMoMoMoPheMoPhePheMoMoMoMoMoMoMoTmaMoPheMoMoTmaPheMoMoMoMoMoMoOctPheMoPheMoMoMoMoMoMoMoMoTmaMoMoMoMoMoMoMoPheTma,[0.15567593 0.58474307 0.20781675 0.05176426]
43,37,751.8045112781955,TmaPheTmaMoPhePheMoPheTmaMoPheMoMoMoMoPheTmaMoMoTmaMoMoTmaTmaOctPheMoTmaMoMoMoMoMoMoMoPheMoMoPheMoMoMoTmaPheOctPheMoTmaPheMoTmaTmaMoMoMoMoPheOctTmaMoMoMoMoMoPheMoPheTmaMoMo,[0.26270763 0.48697782 0.20039815 0.04991639]
